"Horodateur","1. Wiek","2. Płeć","3. Narodowość","4. Wielkość miejsca zamieszkania (Gdańsk mieści się w kategorii powyżej 500000 mieszkańców, a Gdynia w kategorii 100 000 – 500000 mieszkańców)","5. Profil klasy","6. Czy słyszałeś_aś wcześniej o stwardnieniu rozsianym?","7. Jeśli tak, to z jakiego źródła?","8. Czy znasz kogoś chorującego na stwardnienie rozsiane?","9. Jak oceniasz swoją wiedze na temat stwardnienie rozsianego?","1. Stwardnienie rozsiane (Sclerosis multiplex, SM) to neurologiczna choroba wynikająca z dysfunkcji układu:","2. Stwardnienie rozsiane wynika z:","3. Do objawów stwardnienia rozsianego należy/należą:
","4. Stwardnienie rozsiane może powodować:","5. Stwardnienie rozsiane występuje najczęściej u osób młodych.","6. Stwardnienie rozsiane częściej dotyczy kobiet niż mężczyzn.","7. Stwardnienie rozsiane występuje częściej w krajach o umiarkowanym klimacie.","8. Niedobór witaminy D jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","9. Otyłość jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","10. Palenie jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","11. Stwardnienie rozsiane to choroba neurologiczna, w której występują okresy zaostrzenia i remisji.","12. Styl życia zmniejsza stopień niepełnosprawności w wyższym stopniu niż leczenie stwardnienia rozsianego.","13. SM jest nieuleczalną chorobą, jednak leki bardzo dobrze spowalniają jej rozwój.","14. Wczesne rozpoznanie stwardnienia rozsianego i szybkie wdrożenie leczenia poprawia rokowanie.","1. Stwardnienie rozsiane (Sclerosis multiplex, SM) to neurologiczna choroba wynikająca z dysfunkcji układu:","2. Stwardnienie rozsiane wynika z:","3. Do objawów stwardnienia rozsianego należy/należą:
","4. Stwardnienie rozsiane może powodować:","5. Stwardnienie rozsiane występuje najczęściej u osób młodych.","6. Stwardnienie rozsiane częściej dotyczy kobiet niż mężczyzn.","7. Stwardnienie rozsiane występuje częściej w krajach o umiarkowanym klimacie.","8. Niedobór witaminy D jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","9. Otyłość jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","10. Palenie jest czynnikiem ryzyka wystąpienia stwardnienia rozsianego.","11. Stwardnienie rozsiane to choroba neurologiczna, w której występują okresy zaostrzenia i remisji.","12. Styl życia zmniejsza stopień niepełnosprawności w wyższym stopniu niż leczenie stwardnienia rozsianego.","13. SM jest nieuleczalną chorobą, jednak leki bardzo dobrze spowalniają jej rozwój.","14. Wczesne rozpoznanie stwardnienia rozsianego i szybkie wdrożenie leczenia poprawia rokowanie.","15. Czy uważasz, że w toku nauczania szkolnego powinny być ujęte tego typu lekcje na temat stwardnienia rozsianego, padaczki i innych częstych schorzeń zdrowotnych?"
"2024/04/22 2:24:06 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Internet","Nie","Słaba","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Fałsz","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/22 2:24:23 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/22 2:24:24 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Nie wiem","Fałsz","Nie wiem","Nie wiem","Tak"
"2024/04/22 2:24:37 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Krwionośnego","Przyczyn genetycznych i jest chorobą dziedziczną","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Fałsz","Nie wiem","Prawda","Fałsz","Nie wiem","Prawda","Nie wiem","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/22 2:24:54 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina","Tak","Słaba","Immunologicznego","Przyczyn genetycznych i jest chorobą dziedziczną","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Fałsz","Nie wiem","Prawda","Prawda","Prawda","Prawda","Prawda","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/22 2:24:54 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Nie wiem","Prawda","Prawda","Prawda","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:21:15 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Tak"
"2024/04/24 12:25:11 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Znajomi","Nie","Bardzo dobra","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Tak"
"2024/04/24 12:25:25 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie"
"2024/04/24 12:36:37 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Inne (jakie)","Nie","Nic nie wiem o tej chorobie","Pokarmowego","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:39:29 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina","Tak","Dobra","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Fałsz","Nie wiem","Nie wiem","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:39:35 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Niepełnosprawność","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:40:25 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Pokarmowego","Zanieczyszczeń środowiska","Nietrzymanie moczu","Kłopoty z pęcherzem, jelitami i funkcjami seksualnymi","Nie wiem","Prawda","Nie wiem","Prawda","Fałsz","Fałsz","Prawda","Prawda","Prawda","Prawda","Pokarmowego","Zanieczyszczeń środowiska","Nietrzymanie moczu","Zaburzenia funkcji poznawczych (kłopoty z pamięcią i znajdowaniem odpowiednich słów)","Prawda","Nie wiem","Prawda","Prawda","Fałsz","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Tak"
"2024/04/24 12:40:40 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Słaba","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Prawda","Prawda","Fałsz","Nie wiem","Nie wiem","Fałsz","Nie wiem","Prawda","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:41:02 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:41:23 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Słaba","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Prawda","Prawda","Fałsz","Nie wiem","Nie wiem","Fałsz","Nie wiem","Fałsz","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:41:36 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Immunologicznego","Nie wiem","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Nie wiem","Nie wiem","Fałsz","Nie wiem","Prawda","Prawda","Prawda","Nie wiem","Prawda","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:41:57 PM UTC+2","17-18 lat","Inna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Ból gałki ocznej, zaburzenia widzenia (osłabienie ostrości wzroku lub widzenie podwójne)","Niepełnosprawność","Prawda","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Nie"
"2024/04/24 12:41:58 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Nie wiem","Prawda","Prawda","Tak"
"2024/04/24 12:41:58 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina;Internet;Inne (jakie);zbiórki dla chorych na tą chrobę","Nie","Nic nie wiem o tej chorobie","Szkieletowego","Przyczyn genetycznych i jest chorobą dziedziczną","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Fałsz","Prawda","Nie wiem","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:42:02 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie słyszałam","Nie","Nic nie wiem o tej chorobie","Immunologicznego","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:42:07 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina;Internet","Tak","Średnia","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:42:21 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina;Znajomi;Szkoła;Internet;Inne (jakie)","Nie","Słaba","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:21 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina;Znajomi;Internet","Nie","Słaba","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:26 PM UTC+2","17-18 lat","Inna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","","Tak","Słaba","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Nie wiem","Nie wiem","Fałsz","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyn genetycznych i jest chorobą dziedziczną","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Prawda","Prawda","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:27 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina;Znajomi;Internet","Tak","Średnia","Immunologicznego","Przyczyn genetycznych i jest chorobą dziedziczną","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Nie wiem","Prawda","Prawda","Fałsz","Fałsz","Prawda","Fałsz","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:40 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Przyczyn genetycznych i jest chorobą dziedziczną","Nie wiem","Kłopoty z pęcherzem, jelitami i funkcjami seksualnymi","Nie wiem","Fałsz","Prawda","Fałsz","Prawda","Nie wiem","Fałsz","Prawda","Prawda","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:44 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Internet","Nie","Słaba","Szkieletowego","Nie wiem","Nie wiem","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Nie wiem","Fałsz","Fałsz","Prawda","Fałsz","Nie wiem","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:42:48 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Szkoła","Nie","Średnia","Nie wiem","Nie wiem","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Kłopoty z pęcherzem, jelitami i funkcjami seksualnymi","Nie wiem","Nie wiem","Fałsz","Prawda","Prawda","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Nie wiem","Prawda","Prawda","Nie"
"2024/04/24 12:42:49 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Inne (jakie)","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:42:50 PM UTC+2","16-17 lat","Kobieta","Inna","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Rodzina","Tak","Dobra","Immunologicznego","Przyczyn genetycznych i jest chorobą dziedziczną","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Immunologicznego","Przyczyn genetycznych i jest chorobą dziedziczną","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Fałsz","Prawda","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:42:50 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Słaba","Immunologicznego","Zarażenia się nim od innej osoby","Nietrzymanie moczu","Kłopoty z pęcherzem, jelitami i funkcjami seksualnymi","Prawda","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Niepełnosprawność","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Tak"
"2024/04/24 12:43:08 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Internet","Nie","Nic nie wiem o tej chorobie","Pokarmowego","Zanieczyszczeń środowiska","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Nie wiem","Fałsz","Nie wiem","Nie wiem","Prawda","Prawda","Nie wiem","Prawda","Fałsz","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Prawda","Tak"
"2024/04/24 12:43:11 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Prawda","Immunologicznego","Przyczyny stwardnienia rozsianego nie są do końca znane","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
"2024/04/24 12:43:44 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","","Nie","Nic nie wiem o tej chorobie","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Immunologicznego","Zarażenia się nim od innej osoby","Wszystkie powyższe odpowiedzi są poprawne","Wszystkie powyższe odpowiedzi są poprawne","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Nie wiem","Prawda","Fałsz","Tak"
"2024/04/24 12:43:51 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Szkoła","Nie","Dobra","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz","Zaburzenia psychiczne (depresja, niepokój, wahania nastroju)","Nie wiem","Prawda","Nie wiem","Nie wiem","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Tak"
